ID,Name,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,SpriteURL
10017,Darmanitan-zen,105,30,105,140,105,55,Fire,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png
10018,Meloetta-pirouette,100,128,90,77,77,128,Normal,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png
10019,Tornadus-therian,79,100,80,110,90,121,Flying,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10019.png
10020,Thundurus-therian,79,105,70,145,80,101,Electric,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10020.png
10021,Landorus-therian,89,145,90,105,80,91,Ground,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10021.png
10022,Kyurem-black,125,170,100,120,90,95,Dragon,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10022.png
10023,Kyurem-white,125,120,90,170,100,95,Dragon,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10023.png
10024,Keldeo-resolute,91,72,90,129,90,108,Water,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10024.png
10025,Meowstic-female,74,48,76,83,81,104,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10025.png
10026,Aegislash-blade,60,140,50,140,50,60,Steel,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10026.png
10027,Pumpkaboo-small,44,66,70,44,55,56,Ghost,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10027.png
10028,Pumpkaboo-large,54,66,70,44,55,46,Ghost,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10028.png
10029,Pumpkaboo-super,59,66,70,44,55,41,Ghost,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png
10030,Gourgeist-small,55,85,122,58,75,99,Ghost,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png
10031,Gourgeist-large,75,95,122,58,75,69,Ghost,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png
10032,Gourgeist-super,85,100,122,58,75,54,Ghost,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png
10033,Venusaur-mega,80,100,123,122,120,80,Grass,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10033.png
10034,Charizard-mega-x,78,130,111,130,85,100,Fire,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10034.png
10035,Charizard-mega-y,78,104,78,159,115,100,Fire,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10035.png
10036,Blastoise-mega,79,103,120,135,115,78,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10036.png
10037,Alakazam-mega,55,50,65,175,105,150,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10037.png
10038,Gengar-mega,60,65,80,170,95,130,Ghost,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10038.png
10039,Kangaskhan-mega,105,125,100,60,100,100,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10039.png
10040,Pinsir-mega,65,155,120,65,90,105,Bug,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10040.png
10041,Gyarados-mega,95,155,109,70,130,81,Water,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10041.png
10042,Aerodactyl-mega,80,135,85,70,95,150,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10042.png
10043,Mewtwo-mega-x,106,190,100,154,100,130,Psychic,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10043.png
10044,Mewtwo-mega-y,106,150,70,194,120,140,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10044.png
10045,Ampharos-mega,90,95,105,165,110,45,Electric,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10045.png
10046,Scizor-mega,70,150,140,65,100,75,Bug,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10046.png
10047,Heracross-mega,80,185,115,40,105,75,Bug,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10047.png
10048,Houndoom-mega,75,90,90,140,90,115,Dark,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10048.png
10049,Tyranitar-mega,100,164,150,95,120,71,Rock,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10049.png
10050,Blaziken-mega,80,160,80,130,80,100,Fire,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10050.png
10051,Gardevoir-mega,68,85,65,165,135,100,Psychic,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10051.png
10052,Mawile-mega,50,105,125,55,95,50,Steel,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10052.png
10053,Aggron-mega,70,140,230,60,80,50,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10053.png
10054,Medicham-mega,60,100,85,80,85,100,Fighting,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10054.png
10055,Manectric-mega,70,75,80,135,80,135,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10055.png
10056,Banette-mega,64,165,75,93,83,75,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10056.png
10057,Absol-mega,65,150,60,115,60,115,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10057.png
10058,Garchomp-mega,108,170,115,120,95,92,Dragon,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10058.png
10059,Lucario-mega,70,145,88,140,70,112,Fighting,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10059.png
10060,Abomasnow-mega,90,132,105,132,105,30,Grass,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10060.png
10061,Floette-eternal,74,65,67,125,128,92,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10061.png
10062,Latias-mega,80,100,120,140,150,110,Dragon,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10062.png
10063,Latios-mega,80,130,100,160,120,110,Dragon,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10063.png
10064,Swampert-mega,100,150,110,95,110,70,Water,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10064.png
10065,Sceptile-mega,70,110,75,145,85,145,Grass,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10065.png
10066,Sableye-mega,50,85,125,85,115,20,Dark,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10066.png
10067,Altaria-mega,75,110,110,110,105,80,Dragon,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10067.png
10068,Gallade-mega,68,165,95,65,115,110,Psychic,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10068.png
10069,Audino-mega,103,60,126,80,126,50,Normal,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10069.png
10070,Sharpedo-mega,70,140,70,110,65,105,Water,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10070.png
10071,Slowbro-mega,95,75,180,130,80,30,Water,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10071.png
10072,Steelix-mega,75,125,230,55,95,30,Steel,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10072.png
10073,Pidgeot-mega,83,80,80,135,80,121,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10073.png
10074,Glalie-mega,80,120,80,120,80,100,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10074.png
10075,Diancie-mega,50,160,110,160,110,110,Rock,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10075.png
10076,Metagross-mega,80,145,150,105,110,110,Steel,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10076.png
10077,Kyogre-primal,100,150,90,180,160,90,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10077.png
10078,Groudon-primal,100,180,160,150,90,90,Ground,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10078.png
10079,Rayquaza-mega,105,180,100,180,100,115,Dragon,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10079.png
10080,Pikachu-rock-star,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10080.png
10081,Pikachu-belle,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10081.png
10082,Pikachu-pop-star,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10082.png
10083,Pikachu-phd,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10083.png
10084,Pikachu-libre,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10084.png
10085,Pikachu-cosplay,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10085.png
10086,Hoopa-unbound,80,160,60,170,130,80,Psychic,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png
10087,Camerupt-mega,70,120,100,145,105,20,Fire,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10087.png
10088,Lopunny-mega,65,136,94,54,96,135,Normal,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10088.png
10089,Salamence-mega,95,145,130,120,90,120,Dragon,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10089.png
10090,Beedrill-mega,65,150,40,15,80,145,Bug,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10090.png
10091,Rattata-alola,30,56,35,25,35,72,Dark,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10091.png
10092,Raticate-alola,75,71,70,40,80,77,Dark,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10092.png
10093,Raticate-totem-alola,75,71,70,40,80,77,Dark,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10093.png
10094,Pikachu-original-cap,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10094.png
10095,Pikachu-hoenn-cap,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10095.png
10096,Pikachu-sinnoh-cap,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10096.png
10097,Pikachu-unova-cap,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10097.png
10098,Pikachu-kalos-cap,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10098.png
10099,Pikachu-alola-cap,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10099.png
10100,Raichu-alola,60,85,50,95,85,110,Electric,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10100.png
10101,Sandshrew-alola,50,75,90,10,35,40,Ice,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10101.png
10102,Sandslash-alola,75,100,120,25,65,65,Ice,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10102.png
10103,Vulpix-alola,38,41,40,50,65,65,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10103.png
10104,Ninetales-alola,73,67,75,81,100,109,Ice,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10104.png
10105,Diglett-alola,10,55,30,35,45,90,Ground,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10105.png
10106,Dugtrio-alola,35,100,60,50,70,110,Ground,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10106.png
10107,Meowth-alola,40,35,35,50,40,90,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10107.png
10108,Persian-alola,65,60,60,75,65,115,Dark,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10108.png
10109,Geodude-alola,40,80,100,30,30,20,Rock,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10109.png
10110,Graveler-alola,55,95,115,45,45,35,Rock,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10110.png
10111,Golem-alola,80,120,130,55,65,45,Rock,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10111.png
10112,Grimer-alola,80,80,50,40,50,25,Poison,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10112.png
10113,Muk-alola,105,105,75,65,100,50,Poison,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10113.png
10114,Exeggutor-alola,95,105,85,125,75,45,Grass,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10114.png
10115,Marowak-alola,60,80,110,50,80,45,Fire,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10115.png
10116,Greninja-battle-bond,72,95,67,103,71,122,Water,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10116.png
10117,Greninja-ash,72,145,67,153,71,132,Water,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10117.png
10118,Zygarde-10-power-construct,54,100,71,61,85,115,Dragon,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10118.png
10119,Zygarde-50-power-construct,108,100,121,81,95,95,Dragon,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10119.png
10120,Zygarde-complete,216,100,121,91,95,85,Dragon,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10120.png
10121,Gumshoos-totem,88,110,60,55,60,45,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10121.png
10122,Vikavolt-totem,77,70,90,145,75,43,Bug,Electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10122.png
10123,Oricorio-pom-pom,75,70,70,98,70,93,Electric,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10123.png
10124,Oricorio-pau,75,70,70,98,70,93,Psychic,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10124.png
10125,Oricorio-sensu,75,70,70,98,70,93,Ghost,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10125.png
10126,Lycanroc-midnight,85,115,75,55,75,82,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10126.png
10127,Wishiwashi-school,45,140,130,140,135,30,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10127.png
10128,Lurantis-totem,70,105,90,80,90,45,Grass,,
10129,Salazzle-totem,68,64,60,111,60,117,Poison,Fire,
10130,Minior-orange-meteor,60,60,100,60,100,60,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10130.png
10131,Minior-yellow-meteor,60,60,100,60,100,60,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10131.png
10132,Minior-green-meteor,60,60,100,60,100,60,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10132.png
10133,Minior-blue-meteor,60,60,100,60,100,60,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10133.png
10134,Minior-indigo-meteor,60,60,100,60,100,60,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10134.png
10135,Minior-violet-meteor,60,60,100,60,100,60,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10135.png
10136,Minior-red,60,100,60,100,60,120,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10136.png
10137,Minior-orange,60,100,60,100,60,120,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10137.png
10138,Minior-yellow,60,100,60,100,60,120,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10138.png
10139,Minior-green,60,100,60,100,60,120,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10139.png
10140,Minior-blue,60,100,60,100,60,120,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10140.png
10141,Minior-indigo,60,100,60,100,60,120,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10141.png
10142,Minior-violet,60,100,60,100,60,120,Rock,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10142.png
10143,Mimikyu-busted,55,90,80,50,105,96,Ghost,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10143.png
10144,Mimikyu-totem-disguised,55,90,80,50,105,96,Ghost,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10144.png
10145,Mimikyu-totem-busted,55,90,80,50,105,96,Ghost,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10145.png
10146,Kommo-o-totem,75,110,125,100,105,85,Dragon,Fighting,
10147,Magearna-original,80,95,115,130,115,65,Steel,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10147.png
10148,Pikachu-partner-cap,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10148.png
10149,Marowak-totem,60,80,110,50,80,45,Fire,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10149.png
10150,Ribombee-totem,60,55,60,95,70,124,Bug,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10150.png
10151,Rockruff-own-tempo,45,65,40,30,40,60,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10151.png
10152,Lycanroc-dusk,75,117,65,55,65,110,Rock,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10152.png
10153,Araquanid-totem,68,70,92,50,132,42,Water,Bug,
10154,Togedemaru-totem,65,98,63,40,73,96,Electric,Steel,
10155,Necrozma-dusk,97,157,127,113,109,77,Psychic,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10155.png
10156,Necrozma-dawn,97,113,109,157,127,77,Psychic,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10156.png
10157,Necrozma-ultra,97,167,97,167,97,129,Psychic,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10157.png
10158,Pikachu-starter,45,80,50,75,60,120,Electric,,
10159,Eevee-starter,65,75,70,65,85,75,Normal,,
10160,Pikachu-world-cap,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10160.png
10161,Meowth-galar,50,65,55,40,40,40,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10161.png
10162,Ponyta-galar,50,85,55,65,65,90,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10162.png
10163,Rapidash-galar,65,100,70,80,80,105,Psychic,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10163.png
10164,Slowpoke-galar,90,65,65,40,40,15,Psychic,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10164.png
10165,Slowbro-galar,95,100,95,100,70,30,Poison,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10165.png
10166,Farfetchd-galar,52,95,55,58,62,55,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10166.png
10167,Weezing-galar,65,90,120,85,70,60,Poison,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10167.png
10168,Mr-mime-galar,50,65,65,90,90,100,Ice,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10168.png
10169,Articuno-galar,90,85,85,125,100,95,Psychic,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10169.png
10170,Zapdos-galar,90,125,90,85,90,100,Fighting,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10170.png
10171,Moltres-galar,90,85,90,100,125,90,Dark,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10171.png
10172,Slowking-galar,95,65,80,110,110,30,Poison,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10172.png
10173,Corsola-galar,60,55,100,65,100,30,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10173.png
10174,Zigzagoon-galar,38,30,41,30,41,60,Dark,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10174.png
10175,Linoone-galar,78,70,61,50,61,100,Dark,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10175.png
10176,Darumaka-galar,70,90,45,15,45,50,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10176.png
10177,Darmanitan-galar-standard,105,140,55,30,55,95,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10177.png
10178,Darmanitan-galar-zen,105,160,55,30,55,135,Ice,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10178.png
10179,Yamask-galar,38,55,85,30,65,30,Ground,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10179.png
10180,Stunfisk-galar,109,81,99,66,84,32,Ground,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10180.png
10181,Zygarde-10,54,100,71,61,85,115,Dragon,Ground,
10182,Cramorant-gulping,70,85,55,85,95,85,Flying,Water,
10183,Cramorant-gorging,70,85,55,85,95,85,Flying,Water,
10184,Toxtricity-low-key,75,98,70,114,70,75,Electric,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10184.png
10185,Eiscue-noice,75,80,70,65,50,130,Ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10185.png
10186,Indeedee-female,70,55,65,95,105,85,Psychic,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10186.png
10187,Morpeko-hangry,58,95,58,70,58,97,Electric,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10187.png
10188,Zacian-crowned,92,150,115,80,115,148,Fairy,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10188.png
10189,Zamazenta-crowned,92,120,140,80,140,128,Fighting,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10189.png
10190,Eternatus-eternamax,255,115,250,125,250,130,Poison,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10190.png
10191,Urshifu-rapid-strike,100,130,100,63,60,97,Fighting,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10191.png
10192,Zarude-dada,105,120,105,70,95,105,Dark,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10192.png
10193,Calyrex-ice,100,165,150,85,130,50,Psychic,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10193.png
10194,Calyrex-shadow,100,85,80,165,100,150,Psychic,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10194.png
10195,Venusaur-gmax,80,82,83,100,100,80,Grass,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10195.png
10196,Charizard-gmax,78,84,78,109,85,100,Fire,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10196.png
10197,Blastoise-gmax,79,83,100,85,105,78,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10197.png
10198,Butterfree-gmax,60,45,50,90,80,70,Bug,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10198.png
10199,Pikachu-gmax,35,55,40,50,50,90,Electric,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10199.png
10200,Meowth-gmax,40,45,35,40,40,90,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10200.png
10201,Machamp-gmax,90,130,80,65,85,55,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10201.png
10202,Gengar-gmax,60,65,60,130,75,110,Ghost,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10202.png
10203,Kingler-gmax,55,130,115,50,50,75,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10203.png
10204,Lapras-gmax,130,85,80,85,95,60,Water,Ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10204.png
10205,Eevee-gmax,55,55,50,45,65,55,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10205.png
10206,Snorlax-gmax,160,110,65,65,110,30,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10206.png
10207,Garbodor-gmax,80,95,82,60,82,75,Poison,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10207.png
10208,Melmetal-gmax,135,143,143,80,65,34,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10208.png
10209,Rillaboom-gmax,100,125,90,60,70,85,Grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10209.png
10210,Cinderace-gmax,80,116,75,65,75,119,Fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10210.png
10211,Inteleon-gmax,70,85,65,125,65,120,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10211.png
10212,Corviknight-gmax,98,87,105,53,85,67,Flying,Steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10212.png
